	Length	Tomato_1_UW	Tomato_2_UW	Tomato_3_UW	Banana_1_UW	Banana_2_UW	Banana_3_UW	Control_1_UW	Control_2_UW	Control_3_UW	Minimal_1_UW	Minimal_2_UW	Minimal_3_UW	Minimal_1_IB	Minimal_2_IB	Minimal_3_IB	Control_1_IB	Control_2_IB	Control_3_IB	Tomato_1_IB	Tomato_2_IB	Tomato_3_IB	Melon_1_IB	Melon_2_IB	Melon_3_IB	Location
UW163_11940	771	3809	3788	4078	10677	8786	8665	4189	4669	6368	3687	3588	2851	3289	5193	5295	6214	5089	5623	2028	6521	4640	2548	2976	4069	Chromosome
UW163_11945	948	6987	7974	7794	17801	16874	16971	8976	10340	13796	6973	6538	4510	6858	8378	9746	9346	9143	10928	3369	10002	6801	4152	4737	7896	Chromosome
UW163_11950	819	1179	1355	1365	2518	2427	2306	1732	1615	1762	1161	1279	671	1245	1175	1176	1129	1151	1332	487	1203	761	508	603	1310	Chromosome
UW163_11955	792	981	1239	1195	1831	1763	1593	1935	1950	1976	1095	1359	674	1334	944	924	1388	1619	1713	371	821	525	438	501	1223	Chromosome
UW163_11960	444	511	594	529	1094	1017	843	912	948	1050	532	677	305	565	474	440	643	733	888	191	448	287	190	258	516	Chromosome
UW163_11965	1053	1500	1735	1555	4166	3243	2951	3319	3114	3335	1539	1753	1049	1686	1668	1542	2885	3049	2986	688	1683	1082	718	873	1728	Chromosome
UW163_11970	570	16872	17835	16478	25062	25122	32933	36278	38664	53844	15512	14845	12034	11800	24352	24417	54280	46986	41786	10131	38942	29204	13736	14340	19299	Chromosome
UW163_11975	1206	765	946	1016	1519	2003	1740	1148	1095	1116	1026	1139	671	956	1064	1032	927	890	930	378	994	667	464	473	1196	Chromosome
UW163_11980	2007	1884	2322	2220	5416	5759	5118	2649	2756	2992	2783	3091	1733	2532	2470	2721	2066	2098	2223	767	2469	1581	1180	1243	2621	Chromosome
UW163_11985	576	3264	3430	3618	12282	10752	9570	3403	3971	5019	5459	6110	4213	4600	6286	5481	4576	3356	3516	1838	5852	4158	2516	3229	4761	Chromosome
UW163_12005	714	1297	1290	1516	3465	3118	2970	1207	1308	1659	2575	2666	1763	2225	2990	3352	1470	1314	1409	527	1721	1150	699	772	1101	Chromosome
UW163_12010	1707	560	694	643	1251	1326	1072	1024	950	738	941	1298	529	1189	860	880	575	560	751	211	458	286	221	228	682	Chromosome
UW163_12015	2352	215	263	248	538	469	324	314	295	252	333	518	194	522	244	260	147	166	241	79	129	72	84	80	262	Chromosome
UW163_12020	723	388	431	503	983	956	789	223	268	329	851	847	530	700	966	846	254	204	213	186	494	347	462	407	566	Chromosome
UW163_12025	249	2676	2907	3436	9560	7230	5642	831	979	928	3976	4376	2492	4875	3864	3288	746	825	909	809	1650	1040	862	907	1991	Chromosome
UW163_12030	201	111	93	110	50	88	71	18	21	39	41	58	39	28	38	50	17	20	20	71	102	42	45	27	72	Chromosome
UW163_12035	768	502	507	659	400	491	384	367	337	255	238	362	113	367	156	132	134	182	231	132	153	79	122	122	674	Chromosome
UW163_12040	1353	486	801	519	755	1144	907	191	185	158	271	396	175	113	120	72	110	107	118	650	730	664	51	87	161	Chromosome
UW163_12045	1299	13380	15012	16512	29829	35880	36212	9289	9356	11238	13601	13805	7971	194	189	252	193	207	193	554	751	665	96	126	210	Chromosome
UW163_12050	2412	6235	7341	7526	11350	13966	12575	8408	7962	7582	5345	6371	3422	226	243	221	294	306	312	610	833	657	102	131	229	Chromosome
UW163_12055	1185	6162	7420	7042	10109	16269	15737	8787	9719	9587	6473	6811	4448	370	513	458	577	528	470	895	1279	943	204	217	398	Chromosome
UW163_12060	978	1353	1629	1706	4029	4400	3497	2383	2012	1412	975	1348	444	96	83	61	73	102	120	109	172	121	36	33	123	Chromosome
UW163_12065	1095	307	328	358	957	928	806	387	337	334	283	380	161	71	68	56	129	132	172	28	99	50	97	72	185	Chromosome
UW163_12070	642	157	245	314	216	264	288	164	170	134	109	171	61	81	83	67	174	201	205	45	87	27	247	216	412	Chromosome
UW163_12075	699	101	205	216	134	136	188	152	164	98	84	140	46	84	58	41	175	177	170	20	50	22	179	164	422	Chromosome
UW163_12080	1047	437	635	890	486	495	598	335	297	220	292	371	150	305	224	146	321	380	431	77	143	62	490	413	1101	Chromosome
UW163_12085	312	149	232	289	123	195	272	97	106	101	128	126	81	98	91	106	132	148	181	25	58	40	217	156	366	Chromosome
UW163_12090	474	348	497	704	277	375	515	210	237	212	238	285	171	154	210	215	372	333	342	94	212	104	586	415	810	Chromosome
UW163_12095	1257	1233	1714	2445	1101	1174	1670	639	738	562	714	805	541	549	682	695	1093	1176	1124	238	623	303	1693	1305	2716	Chromosome
UW163_12100	987	719	912	1320	451	433	578	243	254	194	329	362	205	161	195	197	322	259	299	59	309	157	733	562	1229	Chromosome
UW163_12105	903	729	747	942	957	964	955	952	1283	1307	711	920	482	510	558	513	509	581	640	204	510	280	436	487	882	Chromosome
UW163_12110	1383	354	469	606	557	540	567	221	243	210	350	394	205	201	206	185	180	199	204	77	178	100	260	266	555	Chromosome
UW163_12115	900	130	146	188	301	327	229	243	173	149	123	192	74	124	77	77	97	116	163	38	72	33	37	81	227	Chromosome
UW163_12120	933	211	199	260	339	356	282	270	265	282	217	286	108	157	97	130	181	256	225	62	130	56	101	117	283	Chromosome
UW163_12125	342	1001	1095	1074	2303	2151	1988	864	787	1121	2156	2024	1594	1830	2635	2620	1314	1145	1231	429	1537	1115	449	545	827	Chromosome
UW163_12130	339	482	509	563	868	942	960	316	324	421	670	676	456	367	519	588	344	292	321	178	530	361	186	213	374	Chromosome
UW163_12135	207	6127	4323	4723	1785	3172	2546	722	697	1116	1876	1661	1425	624	1486	1320	2037	1407	1229	1729	3303	2009	753	870	1279	Chromosome
UW163_12140	1257	73863	76132	65094	41701	57818	51583	17697	17556	22415	24407	22790	18905	11340	19466	15367	39481	39502	30883	23623	27190	15946	10793	12099	22334	Chromosome
UW163_12145	912	20185	21184	19365	17776	20249	17840	4721	4640	5513	6075	5422	4085	2858	4473	3951	7396	7514	6782	5340	5722	3563	2521	2700	6034	Chromosome
UW163_12150	1155	9848	10544	9619	10950	10430	8515	2081	2121	2469	3799	3749	2961	2536	3300	2166	4179	4351	3507	2987	3322	2040	1444	1841	3405	Chromosome
UW163_12155	564	5112	5611	4801	9744	8795	8108	1043	1128	1635	2845	2298	1985	1599	2388	2444	1966	1929	1998	1526	3078	1962	1098	1227	2145	Chromosome
UW163_12165	921	284	249	370	681	558	488	237	267	351	333	315	218	207	319	267	100	115	133	94	221	140	98	112	215	Chromosome
UW163_12170	1101	76	105	121	43863	19986	28792	133	139	104	189	252	104	127	89	92	51	48	75	33	61	29	70	60	263	Chromosome
UW163_12175	495	62	76	105	9780	5649	7769	135	139	112	94	158	54	84	56	52	32	32	55	15	36	20	36	22	138	Chromosome
UW163_12180	735	2504	2382	3386	47241	27553	49223	648	865	1066	4119	3688	2582	2955	3812	3574	1017	878	1081	1004	2072	1428	2262	1486	3280	Chromosome
UW163_12195	327	4130	4177	4364	3543	3021	4480	4177	5158	6949	2879	3091	2353	2164	4017	3713	6755	4748	4668	2286	7913	5759	3226	3214	4373	Chromosome
UW163_12200	1698	966	1047	1179	3053	2377	2602	1963	1833	1956	1081	1370	626	1366	1014	967	1508	1860	1907	411	753	491	533	586	1423	Chromosome
UW163_12205	1080	282	295	320	483	499	443	558	495	425	475	559	344	388	324	243	377	408	404	97	185	109	187	203	508	Chromosome
UW163_12210	1251	2513	2671	2816	4807	6603	6077	4959	5018	6358	5011	5782	3975	3654	5195	4258	7261	6422	5699	1525	3642	2425	2430	2225	4366	Chromosome
UW163_12215	744	1426	1616	1824	3364	3358	2793	2404	2273	2190	1651	2153	1013	1647	1264	1095	2030	2094	2384	579	1073	639	823	907	2528	Chromosome
UW163_12220	816	463	547	605	946	1028	833	933	799	750	567	709	366	575	471	391	584	661	727	230	389	225	264	299	793	Chromosome
UW163_12225	2541	471	392	533	850	736	622	528	460	361	464	648	243	429	241	247	241	276	339	123	213	134	164	152	530	Chromosome
UW163_12230	1482	3219	2884	3826	2444	3538	3356	2300	2976	3518	5726	6225	3906	7232	7792	6588	2838	2552	2849	1048	1953	1175	1296	1404	2908	Chromosome
UW163_12235	963	3097	2777	3823	4629	4807	4460	1979	2249	3090	5911	5681	4146	6508	8500	7962	3077	2754	3005	1175	2450	1607	1462	1627	2510	Chromosome
UW163_12240	837	1272	1336	1676	2832	2444	2056	1230	1255	1403	1975	2124	1121	2577	2204	2276	983	1072	1118	520	839	491	670	693	1605	Chromosome
UW163_12245	915	1671	1690	1947	3350	3524	3436	2058	2306	3037	2791	2879	2001	2706	3448	3082	2397	2034	1886	829	2288	1617	1055	1088	1950	Chromosome
UW163_12250	822	489	586	635	1474	1219	984	492	487	569	693	759	395	824	630	638	333	331	366	197	451	264	201	235	679	Chromosome
UW163_12255	1665	15548	19101	17172	33562	37961	38228	31063	32158	36796	15432	16006	10047	13786	16125	17618	27757	26886	28740	8247	24830	17248	12778	13495	24727	Chromosome
UW163_12260	855	6986	8467	8206	13716	15329	15387	11998	12898	16836	5967	6277	4146	5826	7216	6304	12592	13080	11586	4021	9667	6605	5271	5743	11169	Chromosome
UW163_12265	291	1823	2066	2087	2758	4401	4303	3449	3989	5372	1804	1867	1172	1566	1921	2061	3457	3581	3704	803	2637	1778	1467	1478	2896	Chromosome
UW163_12270	1284	13105	15955	14363	28069	31712	33396	33090	35186	45834	11324	12486	9069	10337	16238	14307	32431	31542	28356	7097	17600	12960	10170	10721	19449	Chromosome
UW163_12275	336	1633	1898	1945	2867	2968	3801	1837	2118	3054	1578	1828	1392	1376	2099	1771	3348	2799	2714	917	2275	1582	1053	1103	1865	Chromosome
UW163_12280	390	704	684	933	557	824	854	600	664	612	540	606	338	411	440	394	340	335	404	177	442	258	347	379	995	Chromosome
UW163_12285	1017	1280	1525	1549	2386	3416	3020	3418	3235	2980	1604	1874	878	1293	1210	1135	1602	1736	2165	497	1131	656	950	962	2446	Chromosome
UW163_12290	528	1643	2002	1857	3837	4252	3722	2970	3185	2753	2568	3086	1656	2382	2280	1962	2765	2557	2588	783	1891	1110	1264	1393	3084	Chromosome
UW163_12295	831	199	231	233	389	443	345	312	277	195	225	333	122	262	188	163	224	271	307	80	132	73	99	103	348	Chromosome
UW163_12300	918	393	431	529	1450	1340	1063	718	767	812	639	848	388	375	293	287	396	458	431	148	262	191	228	256	544	Chromosome
UW163_12305	390	86	105	112	343	311	223	207	197	177	131	169	58	91	58	56	77	92	104	33	53	34	27	38	115	Chromosome
UW163_12310	543	164	213	262	592	558	452	341	367	422	310	426	225	347	310	251	264	312	313	99	189	147	97	112	231	Chromosome
UW163_12315	1128	195	263	289	559	649	481	638	574	517	272	406	166	376	262	193	330	336	381	127	178	94	118	125	359	Chromosome
UW163_12320	1080	319	406	408	958	1124	863	1053	948	939	667	799	395	621	455	436	510	581	646	154	309	202	195	190	477	Chromosome
UW163_12325	861	354	454	491	832	708	532	889	896	787	517	763	442	754	577	407	582	608	578	202	289	165	212	218	574	Chromosome
UW163_12330	624	492	565	661	1238	1225	979	977	1054	1256	805	1020	416	1106	657	613	603	757	796	226	388	213	233	256	741	Chromosome
UW163_12335	678	1333	1325	1491	3313	3051	2787	1762	1882	2201	1588	1819	1316	1525	1874	1581	3888	2674	2276	992	2561	1705	1119	1304	2160	Chromosome
UW163_12340	1203	4052	4863	4513	8611	9273	8814	10112	10054	11892	3628	3947	2274	2912	3344	3246	11025	11709	10944	2330	4790	3188	3020	2527	6585	Chromosome
UW163_12345	567	304	373	358	744	738	606	788	784	662	297	358	130	194	145	159	362	362	529	124	261	156	176	199	542	Chromosome
UW163_12350	885	6727	7219	7398	11493	14922	14898	11447	12144	14713	9401	10283	7180	7482	10016	9307	17003	14674	13207	4175	10865	7145	6593	6670	11551	Chromosome
UW163_12355	1197	7230	8707	8005	15507	18937	19108	18271	18665	22926	7858	8743	5277	7801	8514	7533	19358	20693	18598	3907	9707	6493	6350	6332	13920	Chromosome
UW163_12360	786	2062	2634	2509	4300	6100	6046	4363	4569	5251	1952	2299	1182	1359	1313	1547	3104	3579	3707	1043	2599	1795	1581	1435	3686	Chromosome
UW163_12365	1230	3117	3675	3441	4487	6326	6158	5430	5570	6152	4068	4488	2631	3721	4101	4153	5929	6349	5903	1568	3480	2254	1769	1767	3809	Chromosome
UW163_12370	525	12559	11999	14577	20977	16756	20632	15936	19028	23706	15023	15008	10537	11746	17261	18001	14856	12677	14113	4747	21094	14134	10442	10917	17027	Chromosome
UW163_12375	1065	1042	1071	1319	1550	2159	1902	1432	1356	1256	935	1248	512	852	610	677	723	816	977	278	605	332	537	429	1552	Chromosome
UW163_12380	2658	2443	2916	3063	3055	4437	4302	5870	5687	5946	2744	3658	2110	2651	2872	2414	5198	4955	4460	1424	2333	1660	1558	1602	3636	Chromosome
UW163_12385	894	103	97	105	225	193	196	146	176	162	209	296	162	142	174	173	104	123	106	44	76	71	58	57	97	Chromosome
UW163_12390	1203	181	204	241	482	504	381	424	404	271	397	473	188	252	169	170	187	234	257	65	96	56	82	59	295	Chromosome
UW163_12395	816	354	507	456	858	1047	790	875	721	505	686	884	403	542	477	391	783	783	847	176	236	150	410	338	885	Chromosome
UW163_12400	1875	192	240	261	472	996	505	632	544	488	417	618	315	224	238	234	330	307	354	150	352	242	159	133	296	Chromosome
UW163_12405	1806	159	265	239	518	721	384	480	479	338	241	363	149	163	137	134	223	244	234	117	207	113	93	93	271	Chromosome
UW163_12410	726	141	211	197	637	482	290	137	116	57	80	108	42	59	42	40	23	41	76	48	68	44	52	53	282	Chromosome
UW163_12415	723	110	134	141	370	308	233	73	85	79	80	103	60	59	50	47	57	62	74	52	97	61	71	59	209	Chromosome
UW163_12420	549	205	207	272	455	449	317	130	174	169	150	184	93	102	91	96	78	87	125	93	167	103	127	131	304	Chromosome
UW163_12425	813	5344	6005	5923	11415	13613	13683	5729	5753	6897	6129	6450	4807	5129	8924	7321	9803	7645	7210	3325	10952	8558	5013	5023	8579	Chromosome
UW163_12430	864	821	929	966	2169	2035	1915	1087	1209	1312	1203	1360	726	1000	1030	993	1064	1142	1178	387	1017	607	509	568	1116	Chromosome
UW163_12435	747	1348	1568	1655	3107	4002	3664	2439	2682	3566	2154	2439	1657	1941	2354	2250	2766	2509	2351	812	1953	1327	947	1002	1850	Chromosome
UW163_12440	807	228	324	329	1030	722	538	848	690	469	231	371	143	294	157	167	184	314	408	88	169	119	140	148	489	Chromosome
UW163_12445	507	12674	14935	14164	22373	19670	24454	24992	29182	36046	16099	16659	12122	17667	24531	23602	34719	33835	30524	9592	24500	17154	12039	14367	23235	Chromosome
UW163_12450	573	4804	6045	5857	4896	5975	8519	12209	13079	15037	6496	7091	5510	7071	11289	10195	20517	17864	14798	3828	7919	5813	5444	6163	10676	Chromosome
UW163_12455	666	543	647	702	522	832	767	1181	1040	867	634	749	302	763	496	437	789	850	1074	251	396	206	353	398	1078	Chromosome
UW163_12460	1398	2958	3399	3300	5519	6419	6027	5214	4851	5431	2064	2523	1555	1589	2331	2140	5309	4886	4695	1586	4631	3161	1995	2108	4231	Chromosome
UW163_12465	903	1484	1566	1500	2911	3356	2943	2244	2227	2478	870	1026	547	695	873	793	1876	1878	2295	598	1900	1291	852	908	1844	Chromosome
UW163_12470	969	10552	12498	11629	27571	31939	31236	17559	17618	19066	15702	16094	9577	15453	17572	17310	14810	15383	16581	4231	14243	9411	6150	6562	13812	Chromosome
UW163_12475	1428	182	231	235	614	599	514	263	291	267	326	386	142	344	267	241	148	179	187	64	136	86	90	83	230	Chromosome
UW163_12480	1251	6313	6850	6670	12481	15657	16191	18655	19917	24333	4921	5414	3713	4680	7002	7011	14407	13942	13105	4245	12575	8631	5316	5419	9771	Chromosome
UW163_12490	780	3934	4629	4234	9392	12500	12102	11299	11211	13099	4323	4895	3051	4717	6074	6205	12540	13088	12646	2449	7322	4849	2725	3167	6613	Chromosome
UW163_12495	1878	3542	4283	4100	8138	8537	8078	4210	4768	5401	6330	6960	4862	7575	8807	8402	7333	6216	5995	2468	6721	4447	3580	4014	7025	Chromosome
UW163_12500	1056	1466	1859	1732	3984	3690	3535	1787	2126	2416	3256	3426	2674	4618	5265	4683	3452	3255	3167	1055	2981	2024	1528	1744	2557	Chromosome
UW163_12505	1125	1668	2078	2047	4377	4046	3708	2067	2543	2563	3081	3323	2076	3800	3803	3696	3008	2893	3313	1093	2240	1440	1384	1395	2837	Chromosome
UW163_12510	1656	2167	2662	2663	6761	5778	4937	3082	3028	2749	3968	4240	2460	4590	4354	4203	3222	3138	3575	990	2556	1617	1428	1563	3531	Chromosome
UW163_12515	669	12184	13972	14249	38516	30355	34361	9058	9425	11558	13319	12610	10065	19350	27878	28326	21001	16262	16504	7024	23658	17212	11148	11539	18805	Chromosome
UW163_12520	960	1236	1333	1602	2445	3049	2978	1988	2096	2257	2085	2409	1323	1514	1618	1656	1807	1718	1702	450	1204	771	633	642	1434	Chromosome
UW163_12525	1398	4179	4831	4753	10160	8966	9299	9184	10140	12576	4899	5444	3901	3860	5475	5248	11227	10130	9198	2589	7202	4867	3746	3905	6500	Chromosome
UW163_12560	1347	952	1229	1164	3140	2403	2065	1159	1188	1128	814	1005	587	747	766	681	1010	831	866	469	1198	776	638	629	1341	Chromosome
UW163_12565	1797	1758	2087	2196	4094	3356	3087	3303	2950	2529	1554	2039	939	1296	957	832	1889	2081	2190	692	1281	816	906	911	2287	Chromosome
UW163_12570	264	16737	17243	16524	10049	10477	18704	39200	45823	57125	5575	5681	4679	3044	7235	6883	44629	42782	34648	11063	33767	25442	13146	14449	20082	Chromosome
UW163_12575	849	1246	1325	1460	2000	2495	2421	829	906	1019	2659	2764	1407	2971	2653	2765	790	908	916	464	1207	705	692	637	1589	Chromosome
UW163_12580	669	6647	6675	8697	12794	11199	10160	1888	2576	2874	11071	11272	6090	16434	13112	12841	2118	2408	2887	2341	5363	3270	2737	2581	5624	Chromosome
UW163_12585	1377	1238	1396	1567	2313	2292	2026	844	770	865	1573	1662	951	1768	2031	1915	871	764	808	775	1679	1108	471	534	972	Chromosome
UW163_12590	1263	9642	10692	9692	12695	18253	21319	29074	29019	36682	12306	13294	9226	9802	16050	14717	21320	20573	19088	5300	15649	11050	7613	6374	11828	Chromosome
UW163_12595	327	9760	9572	11420	22021	20337	21702	23179	27931	38841	24158	25880	20741	23796	34475	32823	19631	20118	17305	5314	23270	17461	9798	11044	13676	Chromosome
UW163_12600	2880	783	895	969	2081	1723	1417	1783	1529	1199	602	977	395	702	532	505	728	934	1013	285	532	344	354	346	1066	Chromosome
UW163_12605	3543	1421	1567	1789	3624	3189	2586	2742	2374	1962	1462	2307	815	1184	826	884	1405	1580	1748	726	1350	844	656	761	1860	Chromosome
UW163_12610	2211	3301	3686	3910	7101	7351	6538	6157	6040	6155	4398	4960	3077	4132	4581	4594	5670	4980	5267	1588	3989	2497	2120	2423	5248	Chromosome
UW163_12615	348	2982	3487	3108	3120	4470	4979	8727	9773	12812	3587	3587	2535	3211	5404	4925	7834	7533	7710	1775	3429	2477	2709	2761	5641	Chromosome
UW163_12620	300	1077	1367	1294	2444	2252	2247	2498	2672	3206	1112	1092	642	1043	1233	1156	1544	1835	2083	495	1160	815	785	669	2091	Chromosome
UW163_12625	621	747	1001	903	1592	1737	1690	2789	2364	2025	534	679	382	526	533	648	956	931	1280	280	740	479	478	446	1480	Chromosome
UW163_12630	1395	1006	1182	1156	1704	2177	2238	2371	2247	2729	1119	1349	871	977	1250	1198	1879	1795	1735	638	1198	833	788	708	1634	Chromosome
UW163_12635	915	459	507	567	568	735	681	1148	1118	818	665	1104	436	462	364	247	839	978	980	234	323	204	263	287	885	Chromosome
UW163_12640	1209	693	691	744	965	1216	1111	1641	1739	1716	1111	1327	621	857	737	647	2225	2362	2083	466	689	432	529	575	1329	Chromosome
UW163_12645	1014	3604	4401	3875	5797	6565	6163	14866	13751	12726	4214	4618	2777	4188	4332	4033	13314	14822	13456	2068	3636	2362	2469	2635	5591	Chromosome
UW163_12650	813	1044	1121	1355	1614	1760	1549	3873	3281	3070	777	892	571	617	814	642	2767	2970	2753	613	893	597	563	685	1428	Chromosome
UW163_12655	792	946	1066	1076	1430	1684	1615	3027	2885	2863	794	815	501	612	678	680	2704	2660	2498	545	922	651	531	584	1297	Chromosome
UW163_12660	630	303	354	415	899	801	700	1318	1217	1169	430	562	295	290	306	302	757	677	854	265	556	411	507	485	1006	Chromosome
UW163_12665	975	2086	2458	2503	6981	12798	10779	4263	5133	6095	3585	4207	2571	2539	2721	2726	2944	2953	3055	722	1954	1341	926	1133	2325	Chromosome
UW163_12670	756	2566	2937	3026	5651	6013	5569	3169	2840	3504	3523	4128	2556	3491	3834	3711	4619	3920	3882	1403	3642	2437	1588	1910	3388	Chromosome
UW163_12675	927	987	1202	1268	2451	2435	2001	1361	1225	1090	1150	1437	654	1288	1115	994	1244	1249	1247	455	934	584	441	554	1328	Chromosome
UW163_12680	828	7003	7098	7997	4766	6516	8138	8779	9948	12932	10016	10672	7604	8172	12957	12598	11697	10985	10900	3171	7558	4940	3514	2834	6757	Chromosome
UW163_12685	1131	22819	22981	26340	34928	36934	37508	23786	27076	39713	38327	38336	28547	34764	46272	50851	35215	32051	34844	10188	23377	15810	12939	13518	21982	Chromosome
UW163_12690	870	2796	3036	3419	7419	7165	5847	3339	3396	3853	4213	4948	2689	3655	4213	4807	2841	2735	3131	1350	3232	2106	1475	1703	3506	Chromosome
UW163_12695	1347	3638	4172	4202	9719	8809	8268	4775	4602	5157	4727	5353	2838	4360	4212	4291	4438	4686	4755	1629	4373	2812	2330	2304	4815	Chromosome
UW163_12700	702	40859	47618	53243	60607	53753	51736	25046	30514	36291	85126	89373	60688	114797	108518	94281	41063	42341	35496	22598	50491	30543	39702	38542	67258	Chromosome
UW163_12705	426	13688	14836	13473	34778	31653	34000	46006	48332	62471	10899	11599	8454	8283	13517	13539	44175	42515	38390	8419	24472	17904	8964	10662	16597	Chromosome
UW163_12710	1152	14281	15578	17023	33751	29260	29832	18554	21361	26693	14670	15738	10125	10458	13382	13276	19720	18922	20204	6729	18074	12847	9328	9457	17197	Chromosome
UW163_12715	801	3044	3607	3352	6966	6050	5753	4599	5001	4915	3267	3750	2131	3457	3034	2823	4734	4371	4922	1447	3910	2757	1903	1826	3917	Chromosome
UW163_12720	1104	4009	4758	4622	14300	10510	9404	6063	6252	6712	4338	4588	2731	4962	4605	4175	5907	6078	6851	1551	4307	2931	2360	2324	5206	Chromosome
UW163_12725	1296	6472	7099	7223	15254	13165	12499	7320	8222	10350	6488	6453	3924	6740	6755	6584	7883	7855	8968	2592	7278	4935	3999	3916	8099	Chromosome
UW163_12730	1323	4231	4314	4382	7434	6983	6930	8448	8634	10823	4285	4414	3029	3628	5360	4953	9342	8725	9082	2046	6664	4544	2639	2833	4820	Chromosome
UW163_12735	636	3038	3276	3328	3850	3691	4452	6557	6758	8801	4541	4910	3094	4260	4970	4614	8149	7196	7392	1686	5005	3341	2204	2554	4424	Chromosome
UW163_12740	1167	4913	5723	5305	10670	10118	11170	11054	11610	12990	5952	6675	3662	7079	5561	5403	9705	10719	11500	2300	5166	3293	2911	3175	7385	Chromosome
UW163_12745	1344	4011	4844	4840	8262	8277	7952	6881	7101	7871	3975	4430	2717	3264	4059	3849	6816	7057	7045	2242	5982	3810	2857	2957	5780	Chromosome
UW163_12750	240	19473	18313	22757	19061	22954	21658	29570	34012	44772	24080	26240	20128	20607	35970	30652	42464	36787	32015	10567	28803	19651	11251	12181	16068	Chromosome
UW163_12755	1254	5881	6538	6767	10508	9357	9114	18049	18810	22654	6089	7244	4589	4811	5421	5308	12954	12315	11756	2814	5654	3863	3494	3478	6339	Chromosome
UW163_12760	1380	5981	7148	6606	8542	9605	9333	15881	17221	17344	8330	9314	5813	8204	8707	9035	15249	13985	15502	3098	6913	4527	3621	3177	8434	Chromosome
UW163_12765	915	5356	5947	5652	10042	10606	10456	13049	14087	17529	7228	7459	5713	6449	9441	9403	14869	14038	14147	3039	7896	5303	3791	3947	6895	Chromosome
UW163_12770	201	357	402	412	1208	824	623	674	610	474	266	287	170	184	164	168	493	454	531	124	322	201	135	167	369	Chromosome
UW163_12775	1161	1287	1443	1422	3147	2624	2436	3550	3260	2894	1067	1370	803	972	1058	866	3001	2779	2778	699	1435	919	634	737	1412	Chromosome
UW163_12780	1341	8643	9953	10597	16303	18187	18837	13863	15902	19462	10162	10533	7271	10303	11987	12829	12178	12903	12162	4158	15007	9762	6957	7123	12969	Chromosome
UW163_12785	582	1342	1537	1537	2899	3257	3075	2476	2517	3234	1733	1939	1206	1867	2117	2117	1923	1791	2004	632	1777	1055	992	932	1763	Chromosome
UW163_12795	2592	16659	17813	20890	24716	27275	24361	23553	25994	36435	26001	28793	18726	23734	26309	27516	16686	17194	18946	6625	12471	7479	8703	8122	14841	Chromosome
UW163_12800	750	1904	2146	2418	6235	5198	3999	3657	3092	2865	2132	2773	1316	2519	1804	1777	1919	2106	2461	689	1826	1153	1067	1186	2887	Chromosome
UW163_12805	744	1240	1432	1652	3231	3100	2313	2408	2017	1697	976	1317	473	1306	675	660	884	1051	1426	394	757	448	608	705	2337	Chromosome
UW163_12810	960	4257	4830	5589	7239	6791	5531	6311	7906	7645	3550	4385	1819	4105	2761	2481	2924	3650	4617	1211	2390	1327	2210	2432	6484	Chromosome
UW163_12815	687	986	1174	1081	3770	3207	2978	2662	2277	1754	828	1118	499	541	513	497	1833	1824	2283	511	1269	846	620	715	1909	Chromosome
UW163_12820	1509	534	533	623	949	1072	986	631	620	740	911	1230	736	808	873	718	630	609	538	237	472	322	341	271	565	Chromosome
UW163_12825	1539	110	109	138	243	315	222	219	225	227	198	276	139	150	142	105	76	102	117	59	118	68	57	51	162	Chromosome
UW163_12830	276	973	1072	997	2286	2534	2593	3117	3622	4778	1392	1382	1109	1048	1910	1793	3673	3316	2914	860	3073	2095	924	1082	1416	Chromosome
UW163_12835	1074	314	545	374	801	886	753	243	256	178	255	340	147	325	192	193	189	205	265	297	376	166	51	62	188	Chromosome
UW163_12840	918	1438	2562	2062	1937	2248	2691	1241	1101	1214	1510	1909	972	1444	1236	1245	1671	1497	1536	1801	3412	1802	437	498	1055	Chromosome
UW163_12845	1290	238	389	325	1176	800	646	120	92	80	130	215	72	163	79	55	94	81	124	229	368	153	34	26	97	Chromosome
UW163_12850	1038	502	858	567	1947	1378	1094	248	205	124	258	452	124	373	147	132	139	191	260	433	564	255	41	38	135	Chromosome
UW163_12855	846	697	1050	840	2943	2337	1960	393	323	278	549	654	293	723	562	612	320	387	558	739	1406	677	157	154	443	Chromosome
UW163_12860	285	187	196	211	377	341	360	143	176	224	310	363	216	347	502	475	262	245	279	179	442	274	177	205	285	Chromosome
UW163_12865	309	1093	1248	1227	2313	2336	2373	1084	1498	2140	2040	2170	1659	2324	3655	3396	2931	2745	2790	1234	3610	2343	1131	1331	1784	Chromosome
UW163_12870	312	92	109	85	288	244	256	84	94	108	104	112	72	91	124	125	95	86	84	70	159	70	26	36	69	Chromosome
UW163_12875	1158	93	145	143	282	305	248	138	124	112	145	176	64	111	90	67	79	92	105	65	109	61	16	28	45	Chromosome
UW163_12880	1053	78	98	80	287	236	205	65	56	43	111	157	69	72	36	40	32	38	32	39	87	40	15	13	46	Chromosome
UW163_12885	918	1089	1880	1259	2604	3665	3822	169	185	171	483	548	378	433	480	435	439	408	425	2273	4542	2099	56	66	138	Chromosome
UW163_12890	1560	1337	2272	1559	3127	4179	4331	297	273	238	580	640	334	486	498	453	486	533	560	2274	3346	1505	79	68	202	Chromosome
